bot_id,straightness,curvature,treatment
Run8bot2,0.9787702909284343,5.5505144385085545,ctrl3
Run8bot4,0.989276849665111,3.360705983845333,ctrl3
Run8bot5,0.9667053889225934,3.076586244840943,ctrl3
Run8bot6,0.9780358074611499,2.8210931250678453,ctrl3
Run8bot7,0.9514627782275543,6.0319058323738,ctrl3
Run8bot9,0.9732536501452781,1.6985162490837107,ctrl3
Run4group0subject0,0.9350835375138213,12.491643974562974,tx
Run4group0subject2,0.8735675177769804,1.7517777662773009,tx
Run4group0subject3,0.9596855628208947,1.3395301790179803,tx
Run4group0subject4,0.9558654284449011,3.224196933452421,tx
Run4group0subject5,0.9910446563138368,2.2997793960939936,tx
Run4group3subject1,0.9672996526884745,5.908365137348062,tx
Run4group3subject2,0.9908761894610325,12.465094556640965,tx
Run4group5subject3,0.9861391203969153,10.676791969926821,tx
Run5group7subject1,0.9780756392117073,1.7216468791978912,tx
Run6group5subject1,0.9794384352359714,9.851993549603527,tx
Run6group5subject2,0.963632731963539,15.871528398436512,tx
Run6group5subject3,0.9782071577827256,4.028714137266005,tx
Run6group5subject4,0.9687370031081042,1.9443991207286182,tx
Run6group5subject5,0.9565788317978324,5.277179969686219,tx
Run8bot1,0.728213227087375,1.522932106138834,tx
Run8bot10,0.9468268048347241,1.5369882026389186,tx
Run8bot12,0.9548317607234266,2.6702062018768498,tx
Run8bot13,0.9525149401453173,3.0616934094914527,tx
Run8bot2,0.9443749910771665,3.351185952915535,tx
Run8bot4,0.9757903535243438,7.06119406713471,tx
Run8bot5,0.980410320134266,1.914117628585041,tx
Run8bot6,0.9798465568590353,2.4404516961520915,tx
Run8bot7,0.9307921332623234,1.8255592733244097,tx
Run8bot9,0.9686238415804214,2.0206991400822245,tx
Run4group0subject0,0.11611503938548955,1.8570699521341252,in_vitro
Run4group0subject2,0.6101917170907147,3.318996961087342,in_vitro
Run4group0subject3,0.8646530603054511,2.0276930182430752,in_vitro
Run4group0subject4,0.8961727667839591,1.822710494751785,in_vitro
Run4group0subject5,0.6828720870054096,3.5714987930049187,in_vitro
Run4group3subject1,0.5713039626426472,7.539707284081318,in_vitro
Run4group3subject2,0.08398300524236807,1.741170712234946,in_vitro
Run4group5subject3,0.2593224933469791,20.021470062307447,in_vitro
Run5group7subject1,0.9008900516742988,1.7171272696956934,in_vitro
Run6group5subject1,0.20985495777197474,2.378085282063057,in_vitro
Run6group5subject2,0.18267375654426649,3.259481455580982,in_vitro
Run6group5subject3,0.13988795275548388,1.9320990331698538,in_vitro
Run6group5subject4,0.241800014311676,1.7101436071799376,in_vitro
Run6group5subject5,0.6514749429922222,6.276991664815691,in_vitro
Run8bot1,0.9741223057263637,0.8089652484452929,in_vitro
Run8bot10,0.9636016036445529,3.5381810644216545,in_vitro
Run8bot12,0.9884661020699791,0.5998505348892542,in_vitro
Run8bot13,0.9576290668593298,1.5470204605368854,in_vitro
Run8bot2,0.9928359464007839,0.4376596146818712,in_vitro
Run8bot4,0.998619584102667,0.11889423777359223,in_vitro
Run8bot5,0.9974166800597459,0.23635245075319605,in_vitro
Run8bot6,0.9885959845706845,0.3929966159976994,in_vitro
Run8bot7,0.9967413143701864,0.16563025369617887,in_vitro
Run8bot9,0.9932331002991751,1.5592062650352458,in_vitro
